text,label,lang,source,link,cleaned_text,processed_text
zelenskyy has urged nato membership for ukraine aiming to end the war by next year despite western allies hesitation,правда,eng,X,https://x.com/ARISEtv/status/1846537194384605691 ,zelenskyy has urged nato membership for ukraine aiming to end the war by next year despite western allies hesitation,zelenskyy urged nato membership ukraine aiming end war next year despite western allies hesitation
north korean arms more significant than troops in russias war against ukraine,правда,eng,X,https://x.com/guardiannews/status/1848418008089411672 ,north korean arms more significant than troops in russias war against ukraine,north korean arms significant troops russias war ukraine
amidst ukraines war jews in kharkiv celebrate sukkos,фейк,eng,X,https://x.com/AnashOrgNews/status/1848410005789114593 ,amidst ukraines war jews in kharkiv celebrate sukkos,amidst ukraines war jews kharkiv celebrate sukkos
israelhamas conflict russiaukraine war and uschina rivalry brics summit north korea plus 1000 more actionable insights,правда,eng,X,https://x.com/marcaross/status/1848365067290427692 ,israelhamas conflict russiaukraine war and uschina rivalry brics summit north korea plus more actionable insights,israelhamas conflict russiaukraine war uschina rivalry brics summit north korea plus actionable insights
kamala harris faces criticism after a controversial fox news interview,правда,eng,X,https://x.com/ZeroHedgeNotes/status/1848362221320982867 ,kamala harris faces criticism after a controversial fox news interview,kamala harris faces criticism controversial fox news interview
через пів року війна в україні стане повністю безпілотною ft,фейк,ukr,X,https://x.com/BatssPirr/status/1847303100752707727 ,ft,ft
війна безпілотників в україні перетворилася на високошвидкісну гонку технологічних озброєнь forbes,фейк,ukr,X,https://x.com/GLAVCOM_UA/status/1846472817329492069 ,forbes,forbes
війна в україні стане глибшою та жорсткішою у 20252026 роках the guardian,правда,eng,X,https://x.com/breakingUAnews/status/1838210729171706000 ,the guardian,guardian
poland confirms sending additional humanitarian aid to ukraine focusing on medical supplies and rescue equipment,правда,eng,X.com,https://www.facebook.com/RedCrossUkraine/posts/pfbid02aT7NfaKWEnsVHYF4H4v984EQ6RfArSscQxMyftWabu94Jx9oKnCdnp8hjeX2eJHrl,poland confirms sending additional humanitarian aid to ukraine focusing on medical supplies and rescue equipment,poland confirms sending additional humanitarian aid ukraine focusing medical supplies rescue equipment
russia continues airstrikes near kharkiv targeting critical infrastructure local authorities are working on restoring power,фейк,eng,X.com,https://www.facebook.com/yurishvets303/posts/pfbid02Yi6H1Lq5LRtygLupPMjg8TM2bRkYo2AdWXxjoU19UK5vEMzn6KpQufkVbfp4yaVKl,russia continues airstrikes near kharkiv targeting critical infrastructure local authorities are working on restoring power,russia continues airstrikes near kharkiv targeting critical infrastructure local authorities working restoring power
ukrainian forces took control over key positions in donetsk reports indicate that this will allow better defense lines for ukrainian troops,правда,eng,Facebook,https://www.facebook.com/yurishvets303/posts/pfbid02Yi6H1Lq5LRtygLupPMjg8TM2bRkYo2AdWXxjoU19UK5vEMzn6KpQufkVbfp4yaVKl,ukrainian forces took control over key positions in donetsk reports indicate that this will allow better defense lines for ukrainian troops,ukrainian forces took control key positions donetsk reports indicate allow better defense lines ukrainian troops
germany confirmed sending additional leopard 2 tanks to ukraine as part of the new aid package,правда,eng,Facebook,https://www.facebook.com/RedCrossUkraine/posts/pfbid02aT7NfaKWEnsVHYF4H4v984EQ6RfArSscQxMyftWabu94Jx9oKnCdnp8hjeX2eJHrl,germany confirmed sending additional leopard tanks to ukraine as part of the new aid package,germany confirmed sending additional leopard tanks ukraine part new aid package
british government announces additional humanitarian aid for civilians affected by the conflict in ukraine,правда,eng,Facebook,https://www.facebook.com/RedCrossUkraine/posts/pfbid02aT7NfaKWEnsVHYF4H4v984EQ6RfArSscQxMyftWabu94Jx9oKnCdnp8hjeX2eJHrl,british government announces additional humanitarian aid for civilians affected by the conflict in ukraine,british government announces additional humanitarian aid civilians affected conflict ukraine
sweden to provide more military support to ukraine focusing on winter supplies and equipment,правда,eng,X.com,https://www.facebook.com/yurishvets303/posts/pfbid02Yi6H1Lq5LRtygLupPMjg8TM2bRkYo2AdWXxjoU19UK5vEMzn6KpQufkVbfp4yaVKl,sweden to provide more military support to ukraine focusing on winter supplies and equipment,sweden provide military support ukraine focusing winter supplies equipment
us announces new sanctions targeting key russian industries in response to ongoing aggression in ukraine,правда,eng,X.com,https://www.facebook.com/yurishvets303/posts/pfbid02Yi6H1Lq5LRtygLupPMjg8TM2bRkYo2AdWXxjoU19UK5vEMzn6KpQufkVbfp4yaVKl,us announces new sanctions targeting key russian industries in response to ongoing aggression in ukraine,us announces new sanctions targeting key russian industries response ongoing aggression ukraine
владельцы котов и собак бессимптомно переносят коронавирус covid19 ш0кирующее открытие,фейк,rus,Сайт,https://mozgopit.com/40402/vladeltsyi-kotov-i-sobak-bessimptomno-perenosyat-koronavirus-covid-19-sh0kiruyushhee-otkryitie/?fbclid=IwAR0qwAJPRyDlhR3EQf8ZzAfL5JOzJ-hH8g3ndwYnGw5Hx6EsEAMVuuMS1Y4,covid,covid
spacex уперше змогла посадити носій super heavy на стартовий майданчик після запуску starship,правда,ukr,Telegram,https://t.me/c/1826397434/12477,spacex super heavy starship,spacex super heavy starship
потраченоу рівному 14річний школяр викрав mitsubishi pajero та тікав від поліції,правда,ukr,Telegram,https://t.me/c/1826397434/12476,mitsubishi pajero,mitsubishi pajero
американська розвідка попереджає що іран прагне вбити колишнього президента сша дональда трампа якого там вважають відповідальним за вбивство іранського генерала касема сулеймані пишуть politico та washington post,правда,ukr,Telegram,https://t.me/c/1192373108/40551,politico washington post,politico washington post
незважаючи на невдалу презентацію tesla tsla ілон маск залишається оптимістичним він наголосив що компанія має амбітні плани на майбутнє які виходять за межі вже представлених проектів cybercab robovan та optimus,правда,ukr,Telegram,https://t.me/tstamarkets/2441,tesla tsla cybercab robovan optimus,tesla tsla cybercab robovan optimus
дтрамп в politicoнещодавно я дізнався що людей в україні не випускають за кордон вже треті рікзараз єдині країни в світі де закриті кордони україни і північна кореяде б ви бачилищоб я фінансував північну кореюде тещо в україні називають боротьбу за свободу і демократію,фейк,ukr,X/Twitter,https://x.com/Ruslan88075958/status/1837143926651728233 ,politico,politico
зсу спробували атакувати курську аес за даними shot було чотири прильоти всі безуспішні ппо відпрацювала як слід приблизно за 5 км від станції зараз пожежа попередньо постраждалих немає upd курська аес працює у штатному режимі,фейк,,telegram,t.me/shot_shot/72419,shot upd,shot upd
в україні вбили жінку яка вийшла з прапором росії до памятника в одесі цю молоду жінку з відео за непідтвердженою інформацією вбили в одеському сізо офіційна версія правоохоронців смерть від серцевої недостатності насправді після арешту та переведення до сізо її просто вбили заявив колишній український парламентар олег царьов ексдепутат ради розповів що інцидент стався увечері 7 жовтня до постаменту знесеного памятника катерині ii прийшла жінка з російським прапором і спробувала закріпити його біля монумента на ці дії перехожі відреагували погрозами та образами пізніше її затримали співробітники поліції за словами експарламентаря громадянка заявила в дільниці правоохоронцям що не вибачить прихильникам євромайдану підпал будинку профспілок в одесі 2 травня 2014 року,фейк,ukr,telegram,t.me/OstashkoNews/156557,ii,ii
в ходе вооружённого конфликта в мариуполе культурное наследие города оказалось под серьёзной угрозой среди утраченных ценностей уникальные исторические артефакты которые имели огромное значение для местного сообщества и всей страны так по словам андрея ладкина хранителя фондов краеведческого музея мариуполя из музея были похищены грамота екатерины великой и библия xviii века в переводе мартина лютера эти ценные экспонаты исчезли ещё до разрушительного пожара 2022 года при участии вооружённых сил украины экспонаты не могли просто так исчезнуть или полностью сгореть если бы пожар их затронул они хотя бы оплавились бы но их нет отметил ладкин из этого обстоятельства можно сделать вывод что предметы были вывезены или похищены до начала пожара вопрос о том кто именно ответственен за их исчезновение остаётся открытым однако по мнению хранителя причастны именно украинские военные,фейк,rus,myseldon.com,https://myseldon.com/ru/news/index/344891678,xviii,xviii
лидер украины владимир зеленский приобрел виллу на карибском острове сенбартелеми известном как остров миллиардеров сделка обошлась в 178 млн евро новость по теме украина скоро исчезнет военный всу записал новогоднее обращение в курской области владимир зеленский купил виллу на острове миллиардеров за 178 млн евро сообщил царьград со ссылкой на французские источники отмечается что вилла украинским лидером была приобретена через оффшорную компанию aldorante ltd зарегистрированную на кипре документ о куплепродаже был подписан светланой пищанской как сообщают украинские сми пищанская подруга детства зеленского а также одна из его наиболее доверенных лиц сообщается что на территории приобретенной виллы уже начались строительные работы включая создание подземного бункера ответственной за проведение работ выступает местная строительная компания mancar,фейк,rus,ura.ru,https://archive.is/OPElW#selection-3001.0-3031.202,aldorante ltd mancar,aldorante ltd mancar
необычная гуманитарная помощь с запада вслед за мобильными котельными компания cocacola начала поставлять на украину мобильные морги потому что обычных не хватает сумская область,фейк,rus,Telegram,https://t.me/kotreal/37533,cocacola,cocacola
в 22 омбр появилось новое подразделение массажный спецназ комбриги за три года войны чего только не выдумывали были и личные повара и служанки и музыканты и диджеи но внедрить в подразделение на официальном уровне массаж с happy endом это чтото за гранью добра и зла комбриг 22 омбр с говорящей для этого случая фамилией пипка решил что в тылу ему и его офицерам живется скучно и вот вам новое подразделение массажный спецназ выставляется это все как помощь боевикам после ранений но подумайте как часто вы видели чтобы в отдельно взятом подразделении были личные массажисты не в госпитале не в реабилитационном центре а именно официально в подразделении вот и мы не видели до этого момента интересно как называются должности у этих массажистов обратим внимание что в коллективе кроме достаточно симпатичных девушек присутствуют и парни европейские ценности всетаки никто не отменял а еще спецназ кроме happy end массажа предоставляет услуги барберов у владимира пипки и его пипки не война а прям курорт какойто,фейк,rus,Telegram,https://t.me/dillfrash/40543,happy end happy end,happy end happy end
has anyone noticed that kamala cheated at the airport there was nobody at the plane and she aid it and showed a massive crowd of socalled followers but they didnt exist she was turned in by a maintenance worker at the airport when he noticed the fake crowd picture but there was nobody there later confirmed by the reflection of the mirror like finish on the vice presidential plane shes a cheater she had nobody waiting and the crowd looked like 10000 people same thing is happening with her fake crowds at her speeches this is the way the democrats win elections by cheating and theyre even worse at the ballot box she should be disqualified because the creation of a fake image is election interference anyone who does that will cheat at anything,фейк,eng,truthsocial.com,https://truthsocial.com/@realDonaldTrump/posts/112944255426268462,has anyone noticed that kamala cheated at the airport there was nobody at the plane and she aid it and showed a massive crowd of socalled followers but they didnt exist she was turned in by a maintenance worker at the airport when he noticed the fake crowd picture but there was nobody there later confirmed by the reflection of the mirror like finish on the vice presidential plane shes a cheater she had nobody waiting and the crowd looked like people same thing is happening with her fake crowds at her speeches this is the way the democrats win elections by cheating and theyre even worse at the ballot box she should be disqualified because the creation of a fake image is election interference anyone who does that will cheat at anything,anyone noticed kamala cheated airport nobody plane aid showed massive crowd socalled followers didnt exist turned maintenance worker airport noticed fake crowd picture nobody later confirmed reflection mirror like finish vice presidential plane shes cheater nobody waiting crowd looked like people thing happening fake crowds speeches way democrats win elections cheating theyre even worse ballot box disqualified creation fake image election interference anyone cheat anything
защитники защищают военнослужащий 92 бригады всу ворвался в пивной магазин в харькове ограбил кассу и снял с продавщицы украшения угрожая ей огромным ножом cтоит ли удивляться что горожане ожидают прихода армии рф и освобождения от мародеров в пикселе,фейк,rus,Telegram,https://t.me/mriya24/45486,c,c
the signal messenger accounts of hundreds of people were hacked in germany including bundestag president julia klöckner former and current members of parliament several ministers and former intelligence chiefs süddeutsche zeitung reported on april 25 victims received warnings purportedly from signal support claiming someone had tried to take over their account and asking them to confirm access with a code those who complied effectively gave attackers access to all their signal communications and contact lists german security services believe this has been going on for several months according to süddeutsche zeitung german security authorities now believe the number of victims reaches into the hundreds they include government members mps former mps and former intelligence chiefs der spiegel reported that among those affected were construction minister verena hubertz and family minister karin prien both ministries declined to comment,правда,,https://english.nv.ua,https://english.nv.ua/nation/signal-messenger-hacked-in-germany-president-of-bundestag-and-several-ministers-targeted-50603101.html,the signal messenger accounts of hundreds of people were hacked in germany including bundestag president julia klckner former and current members of parliament several ministers and former intelligence chiefs sddeutsche zeitung reported on april victims received warnings purportedly from signal support claiming someone had tried to take over their account and asking them to confirm access with a code those who complied effectively gave attackers access to all their signal communications and contact lists german security services believe this has been going on for several months according to sddeutsche zeitung german security authorities now believe the number of victims reaches into the hundreds they include government members mps former mps and former intelligence chiefs der spiegel reported that among those affected were construction minister verena hubertz and family minister karin prien both ministries declined to comment,signal messenger accounts hundreds people hacked germany including bundestag president julia klckner former current members parliament several ministers former intelligence chiefs sddeutsche zeitung reported april victims received warnings purportedly signal support claiming someone tried take account asking confirm access code complied effectively gave attackers access signal communications contact lists german security services believe going several months according sddeutsche zeitung german security authorities believe number victims reaches hundreds include government members mps former mps former intelligence chiefs der spiegel reported among affected construction minister verena hubertz family minister karin prien ministries declined comment
сша перехопили судно російського тіньового флоту sevan в аравійському морі повідомляє центральне командування сша севан був перехоплений в аравійському морі гелікоптером вмс сша з ракетного есмінця uss pinckney ddg 91 і торговельне судно наразі виконує вказівки військових сша щодо повернення до ірану під ескортом йдеться в повідомленні в соцмережі х як повідомляється вчора теплохід севан був серед 19 суден тіньового флоту на які було накладено санкції міністерства фінансів сша за діяльність повязану з транспортуванням іранських енергетичних нафтогазових продуктів включаючи пропан і бутан на суму мільярди доларів на іноземні ринки,правда,ukr,https://interfax.com.ua,https://interfax.com.ua/news/general/1162437-amp.html,sevan uss pinckney ddg,sevan uss pinckney ddg
law enforcement has requested that we leave the premises consistent with protocol which we will do immediately i will be giving a press conference in 30 minutes from the white house press briefing room the first lady plus the vice president and all cabinet members are in perfect condition we will be speaking to you in a half an hour i have spoken with all the representatives in charge of the event and we will be rescheduling within 30 days president donald j trump,правда,,https://truthsocial.com,https://truthsocial.com/@realDonaldTrump/posts/116468441221231506,law enforcement has requested that we leave the premises consistent with protocol which we will do immediately i will be giving a press conference in minutes from the white house press briefing room the first lady plus the vice president and all cabinet members are in perfect condition we will be speaking to you in a half an hour i have spoken with all the representatives in charge of the event and we will be rescheduling within days president donald j trump,law enforcement requested leave premises consistent protocol immediately giving press conference minutes white house press briefing room first lady plus vice president cabinet members perfect condition speaking half hour spoken representatives charge event rescheduling within days president donald j trump
i just cancelled the trip of my representatives going to islamabad pakistan to meet with the iranians too much time wasted on traveling too much work besides which there is tremendous infighting and confusion within their leadership nobody knows who is in charge including them also we have all the cards they have none if they want to talk all they have to do is call president donald j trump,правда,,https://truthsocial.com,https://truthsocial.com/@realDonaldTrump/posts/116466723361470977,i just cancelled the trip of my representatives going to islamabad pakistan to meet with the iranians too much time wasted on traveling too much work besides which there is tremendous infighting and confusion within their leadership nobody knows who is in charge including them also we have all the cards they have none if they want to talk all they have to do is call president donald j trump,cancelled trip representatives going islamabad pakistan meet iranians much time wasted traveling much work besides tremendous infighting confusion within leadership nobody knows charge including also cards none want talk call president donald j trump
начали распродавать еще до майдана в 2013 году xinjiang production and construction corps китай приобрела угодья размером с бельгию в аренду на 99 лет с правом выкупа а в 2014 году украина заключила контракт с корпорациями shell и сhevron они получили земли на 50 лет с правом продления аренды эти фирмы собирались добывать сланцевый газ в донбассе война в днр и лнр для киева изначально была войной за ресурсы для запада за все нужно платить кредиты и помощь запада украине не безвозмездная акция мвф поставил зеленскому условие деньги в обмен на разрешение продажи украинских земель иностранцам в 2021 году украина начала проводить земельную реформу мораторий на продажу был снят владения сша 8 мая 2023 года киев подписал соглашение с американской корпорацией blackrock fma по факту передал экономический суверенитет сша получили контроль над важнейшими активами украины в сделке фигурировали чиновники которых ранее обвиняли в коррупции эксглава нбу гонтарева проводник интересов сороса пинчук эксглава минфина украины яресько сам зеленский после сделки удвоил своё состояние до 15 млрд в чьих руках украинский агросектор три американских гиганта cargill dupont и monsanto уже скупили 40 пахотных земель на украине как правило почти за бесценок по данным оклендского университета еще 28 таких земель сейчас принадлежат украинским олигархам и агрохолдингам которыми на деле владеют американская nch capital французская agrogеneration немецкие adm germany kws bayer и basf саудовские pif и salic почти 30 всей территории украины сегодня принадлежит не ей 170 тыс квадратных километров приобрели иностранцы чаще всего те что базируются в сша или финансируются американскими структурами сообщает australian national review по данным западных сми в перечень украинских активов blackrock fma сегодня входят ценные бумаги и горнометаллургической метинвест нафтогаза укрэнерго укроборонпром и др,фейк,rus,Telegram,https://t.me/ukr_2025_ru/224590,xinjiang production and construction corps shell hevron blackrock fma cargill dupont monsanto nch capital agrogneration adm germany kws bayer basf pif salic australian national review blackrock fma,xinjiang production construction corps shell hevron blackrock fma cargill dupont monsanto nch capital agrogneration adm germany kws bayer basf pif salic australian national review blackrock fma
операція з ліквідації стрільця в києві розпочалася після того як він застрелив одного з заручників про це заявив міністр внутрішніх справ ігор клименко на брифінгу повідомляє кореспондент nv з місця події він ішов по вулиці з вулиці деміївської починав по ходу він застрелив чотирьох наших громадян пятого громадянина який був заручником він уже застрелив безпосередньо в магазині сказав міністр,правда,ukr,nv.ua,https://nv.ua/ukr/kyiv/strilyanina-v-kiyevi-v-mvs-rozpovili-yak-likviduvali-strilcya-video-50601257.html,nv,nv
міністерство торгівлі китаю заявило про рішучий протест через занесення китайських компаній до 20го пакету санкцій європейського союзу проти росії пекін вимагає негайно виключити їх зі списку пише агентство reuters цей пакет санкцій єс спрямований проти постачальників критично важливих високотехнологічних товарів із третіх країн нагадують журналісти у списку є китайські компанії обвинувачені в постачанні товарів подвійного призначення або систем озброєння російському військовопромисловому комплексу,правда,ukr,nv.ua,https://nv.ua/ukr/world/geopolitics/sankciji-proti-rf-pekin-prigroziv-yes-naslidkami-cherez-sankciji-proti-svojih-kompaniy-50603169.html,reuters,reuters
міністр закордонних справ андрій сибіга відреагував на залучення кенійців до війни проти україни на боці країниагресора росії ще один сумний урок того як росія поважає домовленості її обіцянки кенійській стороні були просто брехнею написав він на своїй сторінці у x сибіга закликав країни африки протидіяти вербуванню своїх громадян до російської армії,правда,ukr,nv.ua,https://nv.ua/ukr/world/geopolitics/andriy-sibiga-zaklikav-afriku-protidiyati-verbuvannyu-svojih-gromadyan-do-armiji-rosiji-50602749.html,x,x
фючерси на brent подорожчали на 99 центів або 094 до 10606 за барель станом на 0410 gmt тоді як фючерси на west texas intermediate зросли на 71 цент або 073 до 9656 за барель,правда,ukr,nv.ua,https://nv.ua/ukr/world/geopolitics/kredit-ukrajini-na-90-mlrd-yevro-yes-zitknuvsya-z-novimi-nagalnimi-problemami-50602710.html,brent gmt west texas intermediate,brent gmt west texas intermediate
ніл кромптон посол великої британії в україні про вигоду від поєднання українських інновацій з британськими потужностями а також про свій район в лондоні який страждав від бомбардувань у другу світову ніл кромптон приїхав до києва надзвичайним і повноважним послом великої британії в україні у жовтні 2025 року а до цього протягом пʼяти років очолював британську дипломатичну місію у саудівській аравії зі сміхом він зізнається nv що зима там разюче відрізняється від української проте нещодавні морози мали й свої переваги тепер у нього є гарне тепле пальто жартує дипломат,правда,ukr,nv.ua,https://nv.ua/ukr/ukraine/events/posol-velikoji-britaniji-nil-krompton-spivpracya-z-ukrajinoyu-u-oboronniy-sferi-50602966.html,nv,nv
у сумській області внаслідок атаки російського дрона загинули двоє людей 48річний та 72річний чоловіки про це у telegram повідомив начальник сумської ова олег григоров за його словами росіяни завдали удару по чоловіках на території білопільської громади поблизу одного з населених пунктів менш ніж за 5 км від державного кордону з росією 20 квітня повідомлялося що у сумській області внаслідок атак російських бпла на цивільні автомобілі було поранено чотирьох людей як повідомив олег григоров на виїзді з путивльської громади ворожий дрон влучив у цивільний автомобіль постраждали троє жінок їх доставили до лікарні ще одне авто росіяни атакували у миколаївській сільській громаді внаслідок удару постраждав чоловік,правда,ukr,nv.ua,https://nv.ua/ukr/ukraine/events/posol-velikoji-britaniji-nil-krompton-spivpracya-z-ukrajinoyu-u-oboronniy-sferi-50602966.html,telegram,telegram
досвід реальної війни потреби фронту та робота з надсучасними бойовими технологіями зробили miltech найбільш бурхливо зростаючим сектором вітчизняної економіки тепер в українських зброярів зявився шанс підкорити глобальний ринок зброї,правда,ukr,nv.ua,https://nv.ua/ukr/ukraine/events/opk-ukrajini-yak-peredovi-rozrobki-ta-boyoviy-dosvid-dopomagayut-pidkoriti-globalniy-rinok-zbroji-50602687.html,miltech,miltech
усик проведе наступний бій 23 травня в гізі єгипет проти кікбоксера ріко верховена на кону буде титул чемпіона світу за версією wbc у суперважкій вазі на боксерському рингу верховен дебютував у 2014му здолавши угорця яноша фінферу нокаутом у другому раунді після цього він продовжив карєру в кікбоксингу,правда,ukr,nv.ua,https://sport.nv.ua/ukr/boxing/usik-verhoven-dzharrell-miller-pidtrimav-kikboksera-pered-boyem-u-yegipti-50603188.html,wbc,wbc
northam platinum zelenskys surprising move into the mining industry 16 billion 27 billion rand,фейк,eng,X,https://x.com/TMac572002/status/1908121006633292225,northam platinum zelenskys surprising move into the mining industry billion billion rand,northam platinum zelenskys surprising move mining industry billion billion rand
polskie agregaty już do kupienia na ukraińskim olx,фейк,pol,X,https://archive.ph/I2O0Z,polskie agregaty ju do kupienia na ukraiskim olx,polskie agregaty ju kupienia na ukraiskim olx
голливудские звёзды приезжали на украину за счёт финансирования usaid,фейк,rus,Telegram,https://t.me/godeye_ru/21502,usaid,usaid
breaking so the israeli media reports itamar bengvir died in a car crash while in fact hes been obliterated by an iranian missile strike on his home,фейк,eng,X (Twitter),https://x.com/A_M_R_M1/status/2031143094045852110/photo/1,breaking so the israeli media reports itamar bengvir died in a car crash while in fact hes been obliterated by an iranian missile strike on his home,breaking israeli media reports itamar bengvir died car crash fact hes obliterated iranian missile strike home
breaking israeli shooter opened fire inside an austin bar texas is now occupied by jews every single time its always a zionist or jew,фейк,eng,X (Twitter),https://x.com/Jvnior/status/2028187911623946361,breaking israeli shooter opened fire inside an austin bar texas is now occupied by jews every single time its always a zionist or jew,breaking israeli shooter opened fire inside austin bar texas occupied jews every single time always zionist jew
zelensky has reportedly blocked truth social in ukraine this comes a day after he posted a video pledging to have his overall cooperation with america be constructive zelensky is a tyrant who censors media hes been doing so for years defund ukraine make peace,фейк,eng,X (Twitter),https://x.com/Bubblebathgirl/status/1892567141922050418,zelensky has reportedly blocked truth social in ukraine this comes a day after he posted a video pledging to have his overall cooperation with america be constructive zelensky is a tyrant who censors media hes been doing so for years defund ukraine make peace,zelensky reportedly blocked truth social ukraine comes day posted video pledging overall cooperation america constructive zelensky tyrant censors media hes years defund ukraine make peace
think of it a modestly successful comedian volodymyr zelenskyy talked the united states of america into spending 350 billion dollars to go into a war that couldnt be won that never had to start but a war that he without the us and trump will never be able to settle the united states has spent 200 billion dollars more than europe and europes money is guaranteed while the united states will get nothing back why didnt sleepy joe biden demand equalization in that this war is far more important to europe than it is to us we have a big beautiful ocean as separation on top of this zelenskyy admits that half of the money we sent him is missing he refuses to have elections is very low in ukrainian polls and the only thing he was good at was playing biden like a fiddle a dictator without elections zelenskyy better move fast or he is not going to have a country left in the meantime we are successfully negotiating an end to the war with russia something all admit only trump and the trump administration can do biden never tried europe has failed to bring peace and zelenskyy probably wants to keep the gravy train going i love ukraine but zelenskyy has done a terrible job his country is shattered and millions have unnecessarily died and so it continues,фейк,eng,X (Twitter) / archive.ph,https://archive.ph/52Y8G,think of it a modestly successful comedian volodymyr zelenskyy talked the united states of america into spending billion dollars to go into a war that couldnt be won that never had to start but a war that he without the us and trump will never be able to settle the united states has spent billion dollars more than europe and europes money is guaranteed while the united states will get nothing back why didnt sleepy joe biden demand equalization in that this war is far more important to europe than it is to us we have a big beautiful ocean as separation on top of this zelenskyy admits that half of the money we sent him is missing he refuses to have elections is very low in ukrainian polls and the only thing he was good at was playing biden like a fiddle a dictator without elections zelenskyy better move fast or he is not going to have a country left in the meantime we are successfully negotiating an end to the war with russia something all admit only trump and the trump administration can do biden never tried europe has failed to bring peace and zelenskyy probably wants to keep the gravy train going i love ukraine but zelenskyy has done a terrible job his country is shattered and millions have unnecessarily died and so it continues,think modestly successful comedian volodymyr zelenskyy talked united states america spending billion dollars go war couldnt never start war without us trump never able settle united states spent billion dollars europe europes money guaranteed united states get nothing back didnt sleepy joe biden demand equalization war far important europe us big beautiful ocean separation top zelenskyy admits half money sent missing refuses elections low ukrainian polls thing good playing biden like fiddle dictator without elections zelenskyy better move fast going country left meantime successfully negotiating end war russia something admit trump trump administration biden never tried europe failed bring peace zelenskyy probably wants keep gravy train going love ukraine zelenskyy done terrible job country shattered millions unnecessarily died continues
